system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016",
"Jan 1, 2017",
"Feb 1, 2017",
"Oct 1, 2017","1,766.907"
"Nov 1, 2017","1,177.936"
"Dec 1, 2017",588.97
"Jan 1, 2018","2,355.875"
"Feb 1, 2018","2,871.224"
"Mar 1, 2018","3,460.191"
"Oct 1, 2018",441.728
"Nov 1, 2018","3,312.95"
"Jan 1, 2019",441.727
"Feb 1, 2019",
"Mar 1, 2019","1,030.696"
"Jan 1, 2020",294.485
"Feb 1, 2020",294.485
"Mar 1, 2020",
