system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016","1,987.652"
"Jan 1, 2017",441.7
"Feb 1, 2017",441.7
"Oct 1, 2017","3,386.365"
"Nov 1, 2017","2,134.884"
"Dec 1, 2017","1,619.565"
"Jan 1, 2018","3,975.299"
"Feb 1, 2018","3,975.301"
"Mar 1, 2018","3,828.066"
"Oct 1, 2018","2,797.432"
"Nov 1, 2018","4,711.465"
"Jan 1, 2019","1,619.565"
"Feb 1, 2019","2,208.502"
"Mar 1, 2019","1,840.418"
"Jan 1, 2020","1,251.485"
"Feb 1, 2020","1,398.719"
"Mar 1, 2020","2,282.121"
