system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016",
"Jan 1, 2017",
"Feb 1, 2017",
"Oct 1, 2017","8,091.235"
"Nov 1, 2017","6,399.419"
"Dec 1, 2017","6,325.867"
"Jan 1, 2018","10,297.96"
"Feb 1, 2018","9,415.275"
"Mar 1, 2018","7,870.562"
"Oct 1, 2018","5,810.967"
"Nov 1, 2018","9,783.059"
"Jan 1, 2019","13,460.911"
"Feb 1, 2019","7,429.231"
"Mar 1, 2019","6,252.312"
"Jan 1, 2020","11,621.998"
"Feb 1, 2020","12,872.464"
"Mar 1, 2020","9,488.841"
