system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016",220.633
"Jan 1, 2017",
"Feb 1, 2017",441.266
"Oct 1, 2017","2,868.224"
"Nov 1, 2017",441.266
"Dec 1, 2017","2,206.325"
"Jan 1, 2018","2,059.238"
"Feb 1, 2018","3,162.401"
"Mar 1, 2018","2,794.681"
"Oct 1, 2018",220.633
"Nov 1, 2018","2,868.224"
"Jan 1, 2019",
"Feb 1, 2019",882.532
"Mar 1, 2019","1,176.709"
"Jan 1, 2020",
"Feb 1, 2020",
"Mar 1, 2020",
