system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016",
"Jan 1, 2017",
"Feb 1, 2017",
"Oct 1, 2017","18,243.745"
"Nov 1, 2017","14,050.574"
"Dec 1, 2017","13,756.348"
"Jan 1, 2018","18,537.984"
"Feb 1, 2018","18,170.167"
"Mar 1, 2018","17,213.842"
"Oct 1, 2018","4,413.795"
"Nov 1, 2018",147.126
"Jan 1, 2019","4,634.489"
"Feb 1, 2019","5,517.252"
"Mar 1, 2019","3,604.59"
"Jan 1, 2020","14,050.621"
"Feb 1, 2020","16,698.902"
"Mar 1, 2020","12,873.563"
