landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"391252","6850",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391253","6851",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383287","6852",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386186","6853",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383290","6854",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386187","6855",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386189","6856",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383291","6857",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386190","6858",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391254","6859",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386191","6860",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386192","6861",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391255","6862",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391256","6863",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383292","6864",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383293","6865",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391257","6866",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386193","6867",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391258","6868",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386194","6869",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391259","6870",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383294","6871",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383295","6872",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383296","6873",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386195","6874",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386196","6875",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383297","6876",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383298","6877",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391260","6878",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391261","6879",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383299","6880",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391262","6881",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391263","6882",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391264","6883",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386198","6884",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391265","6885",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391266","6886",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386199","6887",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391267","6888",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386200","6889",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383300","6890",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383301","6891",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391268","6892",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391269","6893",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383302","6894",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383303","6895",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383304","6896",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391270","6897",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386201","6898",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386202","6899",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386203","6900",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386204","6901",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391272","6902",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386205","6903",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391273","6904",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391274","6905",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386206","6906",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386207","6907",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383305","6908",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386208","6909",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386209","6910",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391275","6911",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391276","6912",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391277","6913",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391278","6914",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386210","6915",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386211","6916",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386212","6917",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386180","6918",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386188","6919",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386214","6920",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386215","6921",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391279","6922",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391280","6923",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383306","6924",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391281","6925",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383307","6926",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383308","6927",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383309","6928",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386216","6929",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386217","6930",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383310","6931",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383311","6932",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383312","6933",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383313","6934",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386218","6935",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386219","6936",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391282","6937",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386220","6938",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383314","6939",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383315","6940",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391283","6941",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391284","6942",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386221","6943",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383316","6944",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383317","6945",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383318","6946",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386222","6947",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391285","6948",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383319","6949",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383320","6950",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386197","6951",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383321","6952",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383322","6953",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383323","6954",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383324","6955",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383325","6956",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383326","6957",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383938","6958",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391271","6959",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383327","6960",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386223","6961",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383328","6962",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391286","6963",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386224","6964",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383329","6965",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383330","6966",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386225","6967",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386226","6968",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391287","6969",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391288","6970",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391289","6971",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383331","6972",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391290","6973",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386227","6974",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391291","6975",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383332","6976",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386228","6977",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386229","6978",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391292","6979",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391293","6980",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383333","6981",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383334","6982",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383335","6983",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383336","6984",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386231","6985",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391294","6986",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386232","6987",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386233","6988",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386234","6989",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391295","6990",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391296","6991",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386235","6992",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391297","6993",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383337","6994",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391298","6995",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386236","6996",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391299","6997",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383338","6998",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386237","6999",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386238","7000",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391300","7001",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386239","7002",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386240","7003",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391301","7004",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386241","7005",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391302","7006",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386242","7007",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386243","7008",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391303","7009",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386244","7010",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386245","7011",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386246","7012",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391304","7013",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386247","7014",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386248","7015",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386249","7016",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391305","7017",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386250","7018",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386251","7019",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391306","7020",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386252","7021",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
